tf_code,tf_name,sf_code,sf_name,distance_km
59447y,کافه کباب امیر علی ,0lmxjj,کافه کباب امیرعلی,0.053108941
59n1x7,فست فود هنسی,e5wqlv,هنسی سوخاری,0.006315461
59n3l1,غذا خونگی نلین,o9ygmo,کافه غذا نلین,0.021500151
59n74n,حلیم وشله شادیاخ,32wewd,حلیم شادیاخ,0.017262218
59nx1k,کافه رستوران هفت چنار ,l2gdr9,کافه رستوران هفت چنار,0.679890452
59nxw4,کافه رستوران روناز,y1927n,فست فود روناز,0.500500421
59xxyo,رستوران کره ای چاپستیک,o9oo1v,فست فود چاپستیک (فودکورت کیان سنتر 2),0.028477411
5g78o1,کباب ترکی سالار,0rvmqz,کباب ترکی سالار,0.031255381
5g9rp7,جگرکی بابایی,znd9je,جگرکی بابایی,0.014033761
5go8g5,ساندویچ انفجار,0wnor5,اغذیه امیر انفجار,0.014813937
5gxr14,کترینگ دژاوو,nnd2vz,کترینگ دژاوو,0.014430538
5k1kw5,فست فود نسیم,854mdm,فست فود نسیم,0.012539282
5k33ro,برگز زغالی قاسمی,gn91nm,زغالی برگر قاسمی,0.006570529
5k33x4,ساندویچ سرد ویان,mejwny,ویان پروتئین,0.009715941
5k36nl,فست فود اسپرو,gng7dm,کافی فود اسپرو(سیکلامن سابق),0.014437536
5k63k1,کافی شب,5owe6j,کافه فست فود شب,0.016679255
5k6zyz,مزرعه ساندویچ,klj2kn,فست فود مزرعه,0.044396694
5kl88l,فست فود پارمجانو,vxe4rv,فست فود پارمجانو,0.008173249
5klgxx,آشکده آقاداوودشله مشهدی,y1j75y,آشکده آقا داوود,0.067688876
5klw4m,سون,mey92r,فست فود سون,0.058324771
5lzy11,کافه فست فود خوش خور,nndy66,ساندویچ خوش خور,0.041484479
5m36p5,رستوران عالی دربار,y19g1y,کترینگ عالی دربار,0.111604833
5m3xr5,مجموعه غذایی ریحون,0q2g2x,کترینگ ریحون,0.026897013
5m7475,کترینگ رنگین کمان,0j4l46,کترینگ رنگین کمان,0.035147291
5mk9x7,فست فود کاکتوس ,l25mye,فست فود کاکتوس,0.014131994
5myomr,ایتالیایی فوکاچا,12xl7y,فوکاچا ساندویچ,0.020662796
5nkr84,کباب سلطان ,dqevow,کباب سلطان (امامت),0.02654446
5nl38w,رستوران مینا,0rv5j9,رستوران مینا,0.008316754
5nlmln,کافه رستوران باران,r5yvzv,کافه رستوران باران,0.091362159
5nx3po,رستوران امیدوار,xd5qk6,کباب سرای امیدوار,0.021693269
5nx3zo, کافه رستوران موژان,kljqqn,فست فود موژان,0.02518871
5o14rk,کباب سلطان,gnooqm,رستوران و کبابی سلطان,0.008905151
5o1k1x,فست فودسنسو,y1g8qg,فست فود سنسو,0.025417033
5o3mpo,پیتزا امپراطور,0lq4nj,فست فود امپراطور,0.002569006
5o3rpn,خانه پیتزا,p5jjkv,خانه پیتزا,0.021016635
5o6l32,ساندویچ شب کوک,e5qklm,فست فود شب کوک,0.093569641
5p3xww,سوخاری کیلویی اسی فود,vxqjr5,پیتزا و سوخاری اسی فود,0.006538354
5r68oy,شاهگوش,e52zj5,طباخی شاهگوش,0.040432361
5r698y,مرغ بریان پاچینو,0ylnrr,مرغ بریان پاچین نو,0.031614172
5r981n,سفره خانه بهارستان ,xdw2gy,رستوران بهارستان,0.012474714
5r9k1y,کباب مطهر,0971vq,اغذیه مطهر,0.008733561
5r9lxl,فست فود داریوش ,o96wnq,اغذیه داریوش,0.076571932
5r9m7p,رستوران میعاد,qyl6md,رستوران میعاد,0.015871751
5rw3mm,ساندویچ مستر,85e7ey,مستر فود,0.001429697
5rw46n,ساندویچ تمیز,0qqglw,ساندویچ تمیز (شعبه ۱),0.001983521
5rw6wp,فست فود۳۱۵,dqv2og,فست فود 315,0.123192611
5rwz12,فست فود بلوط,0yx4em,فست فود بلوط,0.15448286
5rwz8p,اغذیه آلفا,l2582k,فست فود الفا,0.023701761
5rwzxr,رستوران و کترینگ نیاوران,0j9gdr,رستوران نیاوران,0.214637429
5w1349,سوخاری کرانچیک,27xov2,سوخاری کرانچیک,0.034748872
5w1m7g,رستوران و مطعم جاودانی,p8yelm,رستوران جاودانی,0.043200767
5w1n1r,کبابسرای صادق,85o5y2,کبابسرای صادق,0.033012309
5w31gw,فست فود کلبه,o966g8,کافه رستوران کلبه,0.056815444
5w7m16,رستوران باربادوس,6dvdyo,فست فود باربادوس,0.017059119
5w7x9k,تشریفات شمیم لبنان,12zzz2,رستوران شمیم لبنان,0.019969793
5wkll5,ساندویچ آرسس,12q8lw,فست فود آرسس,0.050597489
5ww6g5,پیتزا فول مون ,klnw5g,پیتزا فول مون,0.00415183
5x4869,خانه دیس کباب,xdg759,خانه دیس کباب,0.063761727
5x4yy7,رستوران کوپال سوخاری,27zjwl,فست فود کوپال سوخاری,0.001563989
5x6nl5,چلو کبابی سید و پسران,p4or25,کباب سرای سید و پسران,0.10668095
5x74x3,چلوکباب هاتف,0y6grn,کباب هاتف,0.019695292
5xmg42,پیتزاساندویچ نسیم,0qvjoy,فست فود نسیم,0.008975539
5ymw69,رستوران دوفصل و نیم,o96voq,کترینگ دو فصل و نیم,0.013976843
5ymz8m,فینگرفود پاپیچ,94ejx6,فینگر فود پاپیچ,0.009977481
5yo6l9,ساندویچ ۱۰۰ مزه,85gykr,ساندویچ 100مزه (شعبه سید رضی),0.032002555
5yol8k,کترینگ سرو,3d49ew,کترینگ سرو,0.010814525
5ywnk5,کترینگ و رستوران طهران اصیل,nnqlm2,رستوران طهران اصیل,0.066108926
5z4pky,فست فودشف,27q6ge,پیتزا شف,0.003133627
5z4z3l,کترینگ لادن,e5e5o2,رستوران لادن,0.002768159
5zknok,فست فود رئیس (شعبه هفت تیر),pvymyd,فست فود رئیس,0.007676381
5zkyg7,پیتزا سیتارا,0wz2q8,پیتزا سی تارا,0.04109665
5zlylw,ساندویچ سرد ماه جان (دهکده پروتئین),wd9ny5,ساندویچ سرد ماه جان (دهکده پروتئین),0.04783385
5zmmo2,رستوران و کترینگ خانی,p59eyn,رستوران و کترینگ خانی,0.062424183
217xr2,کترینگ ظفر,31ljmy,کترینگ ظفر,0.064360236
21lk75,چلو کباب دشتی,6d2ngo,کباب دشتی,0.034048434
21op39,پیتزا تندوری طرقبه,6dggnw,پیتزا تندوری,0.007922664
21yg8x,رستوران مهدی,27qo25,رستوران مهدی,0.02358581
2333po,سوخاری پز,0yorjy,فست فود سوخاری پز,0.028968322
233gkw,چلو کباب طهرانی,qyelyd,چلو کباب طهرانی,0.017052098
233mk4,کترینگ نگار,kljj1j,غذای سنتی نگار,0.024418011
23kgr2,کترینگ وغذای آماده کدبانو,12qo1y,کترینگ کدبانو,0.025153768
2477o9,اغذیه خیام,p6erwn,اغذیه سرای خیام,0.153333151
24l8y2,رستوران و کافی شاپ هاوش,6d2e5e,هاوش برگر,0.008386198
24nrxn,کباب باشی,dq7dmx,کباب باشی,0.033170862
2696rl,رستوران قصر درویش,3168o7,رستوران قصر درویش,0.01081706
269gy8,فست فود ژیکا,wd4z88,فست فود ژیکا,0.03866562
271knz,رستوران عبداللهی,0wdxv8,رستوران و کترینگ عبداللهی,0.127404862
2778op,فست فود ریحون تنوری,dqgg4n,ریحون تنوری( شعبه مرکزی),0.317827527
27m8oz,کترینگ قائم (عج),mey1kv,کترینگ قائم (عج),0.023365586
28pl3m,کباب طوری,vxe9jm,کباب طوری,0.008987483
29484n,کافه رستوران آبنوس,r5q611,فست فود آبنوس,0.239396961
294p13,رستوران لادن,e5e5o2,رستوران لادن,0.002768159
296my5,ساندویچ ترنج,0rlmg1,فست فود ترنج,0.091493272
29xn6m,طباخی گلستان ,l2j2oe,طباخی گلستان,0.086239895
29xn8x,رستوران میثم,l2e8gk,رستوران میثم,0.051750356
2gx338,کباب سلطان,32l6d5,کباب سلطان,0.065718794
2gxz9k,ساندویچ سرد امپراطور,0q2929,ساندویچ سرد امپراطور,0.016004435
2k366l,فست فود کاواک,klnrln,فست فود کاواک,0.020651497
2k63ow,جگرکی بابایی,znd9je,جگرکی بابایی,0.290270964
2k697z,رستوران جاودانی,p8yelm,رستوران جاودانی,0.101113046
2llw1x,مجموعه غذایی شاهرخ ,xdrzo9,مجموعه غذایی شاهرخ,0.078452481
2mkonw,رستوران حسینی,6d2vqw,رستوران حسینی ( شعبه سید رضی),0.011553757
2mygok,رایمون,o9jzek,فست فود رایمون,0.009356982
2n1915,رستوران و کترینگ ته دیگ خوران,pvlxev,رستوران و کترینگ ته دیگ خوران,0.016351095
2nkng5,رستوارن و غذای آماده بهشت,3e6knv,رستوران بهشت,0.071627182
2o1m6y,دنر ترک,mej5xo,فست فود دنر ترک,0.019124107
2o319z,کترینگ نگار (واگذار شده),kl7d6o,کترینگ نگار,0.025893402
2o34mg,اغذیه آتش,pvzejd,فست فود آتش,0.005376204
2o34xy,فودکورت 21,jyj5zg,فودکورت 21,0.013041301
2o39ol,کافه رفقا,5o2zxv,کافه سنتی رفقا,0.067513577
2p38ym,ساندویچ نوستالژی گالاتا,p4nroj,ساندویچ نوستالژی گالاتا,0.010226077
2p3gyw,کترینگ کارن,jy2z5q,کترینگ کارن,0.039388685
2p3opy,فست فود کال فود,gngqy2,فست فود کال فود,0.015328986
2p3z3z,رستوران افخمی,gnyy6x,رستوران افخمی,0.031230565
2p61km,رستوران ساوا,wdj4gg,کافه رستوران ساوا,0.064691177
2p8g78,رستوران میثم,l2e8gk,رستوران میثم,0.054829302
2p8o4l,فست فود معین بروستد,5owz6v,فست فود معین بروستد,0.009334122
2p8p1y,کترینگ ساسانی,3xoevw,کترینگ ساسانی,0.024240626
2pgxo5,رستوران و فست فود ضامن آهو ,444lr5,کترینگ ضامن آهو,0.270199584
2plgw2,فست فود ونک,3xemx9,فست فود ونک,0.013358701
2po3p5,کترینگ سیدالشهدا,37z7rg,کترینگ سیدالشهدا,0.030427556
2rp6n2,کباب سلطان شعبه ۳,321m9e,کباب سلطان شعبه ۳,0.005926893
2w1386,فست فود مروارید,94j9vk,فست فود مروارید,0.02242557
2w1xm6,کباب سید امیر,12z7o2,کافه دلاسه,0.539283405
2w1y77,شهر غذای هانی,vxgzgv,شهر غذای هانی,0.066119148
2w3wg3,رستوران آقا بزرگ,0mrr8r,کترینگ آقا بزرگ,0.060002637
2w71g9,رستوران سراشپزسعادتی,gnlv9x,رستوران سرآشپز,0.011453443
2w7pkw,کترینگ۴۰۳۰,kljqlk,کترینگ 4030,0.037180214
2w9772,کبابی نارنج,nn5rn6,کترینگ کباب نارنج,0.033478753
2x41n2,کترینگ ققنوس طلایی,095rwy,کترینگ ققنوس طلایی,0.0155259
2x49o9,چلو کبابی مینا,0rv5j9,رستوران مینا,0.037066125
2x77m1,رستوران باباصفا‌‌‌,dq5j4x,رستوران بابا صفا,0.044217452
2x77rr,مرغ بریان احسان توس(وکیل اباد),p5em6n,مرغ بریان احسان توس,0.002108702
2x7yyw,فست فود پروما,zn11j1,فست فود پروما,0.018965197
2ym9mg,کترینگ طلایی ,85e6k5,کترینگ طلایی,0.055032388
2z3ww5,شبهای بغداد,jyj6qr,فست فود شبهای بغداد,0.017106007
2z4op3,ساندویچ امیر (شعبه مرکزی),r5qj18,ساندویچ امیر (شعبه مرکزی),0.091227636
2zkky9,پیتزا پونه,qy186d,پیتزا پونه,0.082329299
2zllrg,کبابی قاشق مسی,0wmroz,کبابی قاشق مسی,0.020690971
2zmro5,پیتزا لوکال,nnl5lr,پیتزا تنوری لوکال,0.024150233
2zoym5,فست فود آقای پیراشکی,1247o2,فست فود آقای پیراشکی,0.043080892
2zxn72,سوخاری کیلویی جوجه خروس,vx1l11,سوخاری کیلویی جوجه خروس,0.01684275
51knp8,کبابی بهار ,dqvzld,ساندویچ بهار,0.096722077
51m965,رستوران تاج محل,3eyjvo,رستوران تاج محل,0.051352071
51mm75,کباب محمود,3kq82n,کباب محمود,0.154357786
51o7g1,کترینگ ترنج,6dgmw6,کترینگ ترنج,0.007674954
51onyx,رستوران و فست فود رنجبر,o96m9q,کافه فست و فود رنجبر,0.01884775
51ykyk,فست فود جزیره ,jyj1rq,فست فود جزیره,0.017661418
53133z,کبابی عبدالهی شعبه 4,3kozwk,کبابی عبدالهی شعبه 4,0.023472102
531lgp,شله و حلیم عالی مقام,klwo8q,شله حلیم و آش عالی مقام,0.022946772
533lgw,پیتزا لوتینو,85d1x5,فست فود لوتینو (بیتا سابق هاشمیه),0.044340636
533wwk,رستوران پاشالانژ,nnqw8z,رستوران پاشالانژ,0.031147965
53kxr5,کباب نون و ریحون,p8ym45,کباب نون و ریحون,0.015986912
53z3zk,فست فود دهه هشتاد شعبه هاشمیه,6dz48e,فست فود دهه هشتاد (شعبه هاشمیه),0.022173476
546yn5,پیتزا فول مون,klnw5g,پیتزا فول مون,0.013277862
54np4w,فست فود شب کوک,nnqdxv,فست فود شب کوک,0.268858971
54w9wm,رستوران گنبد طلایی,447wox,رستوران گنبد طلایی,0.024918378
54wzn2, سلام ساندویچ,322g75,فست فود سلام ساندویچ,0.024367987
56961m,فست فود آرام برگر ,xd59z2,فست فود آرام برگر,0.009293248
56ry7m,دیزی سرای بهارستان,0jv6yg,سنتی سرای بهارستان,0.09798811
56rykg,فست فود فلافل ملافل ,zn942o,فلافل ملافل,0.03128848
5777xk,فست فود قدس,pvokv1,ساندویچ قدس,0.042669569
57kxm5,فست فود ترمه,0qm51d,فست فود ترمه,0.008964945
57m6l9,فست فود و بریانی پاچین نو,0ylnrr,مرغ بریان پاچین نو,0.039038423
59n6p6,کباب سرای عموعلی,o9jr1q,کباب سرای عمو علی,0.016226873
59nx1k,کافه رستوران هفت چنار ,l2gdr9,کافه رستوران هفت چنار,0.679890452
5g78o1,کباب ترکی سالار,0rvmqz,کباب ترکی سالار,0.031255381
5g7rzg,کباب سرای دل مزه,memvzv,چلو کباب دل مزه,0.006998737
5g9rp7,جگرکی بابایی,znd9je,جگرکی بابایی,0.014033761
5go8g5,ساندویچ انفجار,0wnor5,اغذیه امیر انفجار,0.014813937
5gxr14,کترینگ دژاوو,nnd2vz,کترینگ دژاوو,0.014430538
5k38mk,مجموعه غذایی مون,vxg21d,مجموعه غذایی مون,0.046119587
5k6rx2,اغذیه مطهر,0971vq,اغذیه مطهر,0.008733561
5kl88l,فست فود پارمجانو,vxe4rv,فست فود پارمجانو,0.008173249
5l1832,کباب سلطان شعبه دانشجو,3k82yn,کباب سلطان شعبه دانشجو,0.161015588
5lw981,فست‌فود چی,gnrxmr,فست فودچی,0.015968106
5lwrro,فست فود سجاد ویچ ,qyre89,سجاد ویچ,0.397329528
5m4n72,کبابسرای بهشت,p8kw45,کباب سرای بهشت,0.111637423
5m7475,کترینگ رنگین کمان,0j4l46,کترینگ رنگین کمان,0.035147291
5mk1lg,فست فود تمیز,0qqglw,ساندویچ تمیز (شعبه ۱),0.029109174
5mk365,آقای ساندویچ,0yj17r,فست فود آقای ساندویچ,0.037585357
5mm3r4,رستوران هتل زمزم 2,pv1gmv,رستوران هتل زمزم 2,0.065415118
5myrw1,فست فود زیتون,5oz9vv,فست فود زیتون,0.652707921
5n4z95,میدنایت برگر,0ggmgm,میدنایت برگر,0.054417079
5ng6z2,ساندویچ سرد صفا,p5g5ze,ساندویچ صفا,0.018257965
5nkr84,کباب سلطان ,dqevow,کباب سلطان (امامت),0.02654446
5nl91l,اغذیه مظفر,0qnegx,اغذیه مظفر,0.035614811
5nllx4,کباب ترکی و فست فود مک موری,y1vj9g,کباب ترکی و فست فود مک موری,0.100919457
5nlmln,کافه رستوران باران,r5yvzv,کافه رستوران باران,0.091362159
5nx3zo, کافه رستوران موژان,kljqqn,فست فود موژان,0.02518871
5nx4xz,مستر فود,85e7ey,مستر فود,0.097095648
5nxz48,کافه صبحانه و ساندویچ سولان,85ey2m,صبحانه و فست فود سولان,0.106739466
5o13n5,فست فود برگ سبز,321qve,فست فود برگ سبز,0.073226287
5o1k1x,فست فودسنسو,y1g8qg,فست فود سنسو,0.025417033
5o3rpn,خانه پیتزا,p5jjkv,خانه پیتزا,0.021016635
5p31x1,ساندویچ سرد برادران ده باشیان,y19krd,ساندویچ سرد برادران ده باشیان,0.125854696
5p38pm,کترینگ صالحی,0n6n8r,کترینگ صالحی,0.033073573
5w1349,سوخاری کرانچیک,27xov2,سوخاری کرانچیک,0.034748872
5w1n1r,کبابسرای صادق,85o5y2,کبابسرای صادق,0.033012309
5w7l1g,فست فود ویچ پیچ,e5owdo,ساندویچ ویچ پیچ,0.014265306
5x41kg,شله و حلیم وارنا,o95qxo,شله و حلیم وارنا,0.260513431
5x4869,خانه دیس کباب,xdg759,خانه دیس کباب,0.063761727
5ymw69,رستوران دوفصل و نیم,o96voq,کترینگ دو فصل و نیم,0.013976843
5yol8k,کترینگ سرو,3d49ew,کترینگ سرو,0.010814525
5yowxo,طباخی شاهگوش,e52zj5,طباخی شاهگوش,0.040432361
5ywnk5,کترینگ و رستوران طهران اصیل,nnqlm2,رستوران طهران اصیل,0.066108926
5z4p65,اغذیه امیر انفجار,0wnor5,اغذیه امیر انفجار,0.028722508
5zknok,فست فود رئیس (شعبه هفت تیر),pvymyd,فست فود رئیس,0.007676381
5zlylw,ساندویچ سرد ماه جان (دهکده پروتئین),wd9ny5,ساندویچ سرد ماه جان (دهکده پروتئین),0.04783385
5zmmo2,رستوران و کترینگ خانی,p59eyn,رستوران و کترینگ خانی,0.062424183
5zrz95,کافه صبحانه ایرونی,27mmd5,کافه صبحانه ایرونی,0.030935549
21lk75,چلو کباب دشتی,6d2ngo,کباب دشتی,0.034048434
21olog,آشکده کاکو شیرازی ,nnd9vv,آبمیوه بستنی کاکو شیرازی,0.043403137
21x8l5,جگرکی کوثر,37vnox,جگرکی کوثر,0.059798708
269k43,غذای اماده رضایی,5oz7oe,کترینگ رضایی,0.084647168
26x412,کباب و حلیم قجری ,44q95x,کباب قجری,0.03668061
27143k,رستوران خاقان,pzmxyj,کترینگ خاقان,0.0094922
277o93,ویل برگر,jymkog,وال برگر,0.06451805
286468,فست فود لقمه طلایی,0mn1xq,فست فود لقمه طلایی,0.030277335
293w82,فست فود دیوان,kljx2n,فست فود دیوان,0.00784085
296my5,ساندویچ ترنج,0rlmg1,فست فود ترنج,0.091493272
29x67x,رستوران رضاشاهان (هنرستان),l2m5vn,رستوران شاهان شعبه ۴ (هنرستان),0.009286382
2g7o38,کترینگ هتل آبتین,85ozky,کترینگ آبتین,0.055407264
2k63ow,جگرکی بابایی,znd9je,جگرکی بابایی,0.290270964
2k697z,رستوران جاودانی,p8yelm,رستوران جاودانی,0.101113046
2mygok,رایمون,o9jzek,فست فود رایمون,0.009356982
2o319z,کترینگ نگار (واگذار شده),kl7d6o,کترینگ نگار,0.025893402
2o39ol,کافه رفقا,5o2zxv,کافه سنتی رفقا,0.067513577
2p8g78,رستوران میثم,l2e8gk,رستوران میثم,0.054829302
2po3p5,کترینگ سیدالشهدا,37z7rg,کترینگ سیدالشهدا,0.030427556
2w1386,فست فود مروارید,94j9vk,فست فود مروارید,0.02242557
2x49o9,چلو کبابی مینا,0rv5j9,رستوران مینا,0.034595502
2yomko,رستوران و کبابی سلطان ,gnooqm,رستوران و کبابی سلطان,0.015090618
2z3ww5,شبهای بغداد,jyj6qr,فست فود شبهای بغداد,0.017106007
51o7g1,کترینگ ترنج,6dgmw6,کترینگ ترنج,0.007674954
51onyx,رستوران و فست فود رنجبر,o96m9q,کافه فست و فود رنجبر,0.01884775
533lgw,پیتزا لوتینو,85d1x5,فست فود لوتینو (بیتا سابق هاشمیه),0.044340636
53nly2,کترینگ تهرانی,dqov57,کترینگ تهرانی,0.015815051
53z3g9,سرآشپز ممتاز ,kl728j,کترینگ سرآشپز(اندیشه 19),0.039305139
53z3zk,فست فود دهه هشتاد شعبه هاشمیه,6dz48e,فست فود دهه هشتاد (شعبه هاشمیه),0.022173476
546yn5,پیتزا فول مون,klnw5g,پیتزا فول مون,0.013277862
54nrm8,فست‌ فود سالسا,44jlo5,فست‌ فود سالسا,0.032301442
56ry7m,دیزی سرای بهارستان,0jv6yg,سنتی سرای بهارستان,0.09798811
571m76, کبابسرای یاس,0wlykg,کره کباب یاس,0.097112902
57m161,کبابسرای دهکده,o9ywdv,کباب دهکده,0.277769997
57m6l9,فست فود و بریانی پاچین نو,0ylnrr,مرغ بریان پاچین نو,0.039038423
58klw9,فست فود سی سی ب,0yodjn,پیتزا سی سیب,0.043917577
5g7kw9,فست فود شادی ,3ekw1m,اغذیه شادی,0.027992062
5mk1lg,فست فود تمیز,0qqglw,ساندویچ تمیز (شعبه ۱),0.029109174
5nx4xz,مستر فود,85e7ey,مستر فود,0.097095648
5r9k1y,کباب مطهر,0971vq,اغذیه مطهر,0.008733561
5w1n1r,کبابسرای صادق,85o5y2,کبابسرای صادق,0.033012309
5wm3z5,فست فود نسیم,0qvjoy,فست فود نسیم,0.0239712
5wx1w2,رستوران جاودانی,p8yelm,رستوران جاودانی,0.358095512
5x4869,خانه دیس کباب,xdg759,خانه دیس کباب,0.063761727
5yowxo,طباخی شاهگوش,e52zj5,طباخی شاهگوش,0.040432361
5z4p65,اغذیه امیر انفجار,0wnor5,اغذیه امیر انفجار,0.028722508
5z4z3l,کترینگ لادن,e5e5o2,رستوران لادن,0.002768159
5zlylw,ساندویچ سرد ماه جان (دهکده پروتئین),wd9ny5,ساندویچ سرد ماه جان (دهکده پروتئین),0.04783385
5zmmo2,رستوران و کترینگ خانی,p59eyn,رستوران و کترینگ خانی,0.062424183
213862,شیرینی سرای آزاده,44z4v5,شیرینی و کیک آزاده,0.029820103
218gk5,هایلار شعبه دانشجو,0lek99,هایلار (میدان دانشجو),0.097575877
21k4pg,نانوایی سنگکی کماسایی (دروس),p6r2vn,نانوایی سنگک آفریقا (کماسایی-آزادپز),0.022382043
21k83g,مجتمع نان سنتی طاهریه,pv4kkd,مجتمع نان سنتی طاهریه,0.011293194
21kk1m,حاجی ارزونی ابواللفضل جنت اباد ,dqrnxw,میوه حاجی ارزونی,0.399468335
21kk71,کترینگ میزبان,r5qx7v,کترینگ میزبان,0.01164032
21klyz,دنی برگر,znnoro,دنی برگر,0.046069543
21ko93,کباب حلیم بهاران 2,gnnmkx,کباب و حلیم بهاران,0.054723004
21kxm3,جگرکی و کبابی بیژن,3e642o,جگر سرای بیژن,0.012963913
21kxzk,فست فود دلخواسته,gnn2wx,فست فود دلخواسته,0.067975995
21ky4k,  فست‌فود لیموترش ,0w1j58,فست فود لیمو ترش,0.010070885
21ky9g,فست فود کافمون,6dzyln,کافه پیتزا کافمون,0.01037263
21lk75,چلو کباب دشتی,6d2ngo,کباب دشتی,0.034048434
21mw82,سوهان و باقلوای مهدی (شعبه هنرستان),p6yywe,سوهان و باقلوا مهدی,0.007325549
21o91w,کافه رستوران عربی یاسلام,12xjl7,کافه رستوران یا سلام,0.031681712
21om98,فست فود اروند ۲۰۲۴,vxlgdx,فست فود اروند 2024,0.03000718
21omk4,نانوایی سنگک امیر کبیر,qy1e82,نان سنگکی امیرکبیر,0.013891278
21omy4,قنادی ایلین ,r5o9w9,شیرینی آیلین,0.006929752
21own7,میوه سرای چهارفصل,85o6qy,میوه سرای چهار فصل,0.071335053
21r9m5,فست فود 001 (فودکورت شیراز مال),l28o4k,فودکورت شیرازمال,0.043968385
21x8l5,جگرکی کوثر,37vnox,جگرکی کوثر,0.059798708
21y1gl,کافه وایت,0nxg52,کافه وایت,0.020564025
21ymkr,دیزی بار مزه بازار (5),0qzyx9,دیزی بار مزه بازار (5),0.020586127
21ymml,ساندویچ هاون,p8r4jy,ساندویچ هاون,0.012982962
2317go,کافه فست فود پدرسالار,p62886,فست فود پدر سالار,0.014348725
231knn,هایپر پروتئین طهرون ,kll85j,سوپر گوشت طهران,0.399484481
231n4o,نان بربری سنتی ساسانی پور,0jo8mg,نانوایی بربری حسین پرچکانی (شعبه ساسانی پور - آزادپز),0.013445688
231p9g,آنا کیک,0jv7z9,آنا کیک,0.492443297
231pyz,شیرینی سرای شاداب تبریزی,p4w7mn,قنادی شاداب تبریزی,0.002819193
233177,پیتزا بازا (گیشا),p4on5r,پیتزابازا,0.021304984
2333po,سوخاری پز,0yorjy,فست فود سوخاری پز,0.028968322
2333rl,اغذیه دهه ۶۰,l22dnn,اغذیه دهه شصت تهران قدیم,0.100525156
2337n6,اش و حلیم خانواده جوان شعبه جشنواره شعبه ۳,12v9kk,رستوران فست فود و سوخاری خانواده جوان (جشنواره - شعبه 3),0.377909321
233kg8,کافه رستوران سورینو,3k6d7j,رستوران ایتالیایی سورینو,0.006176139
233lmw,قهوه اینفینیتو ,85o5e5,کافه اینفینیتو,0.00196639
233n64,آش و حلیم سید(جنت آباد),vxevom,اش حلیم چهارفصل (شعبه ۴ جنت اباد),0.004771904
233pgl,سبزیجات و محصولات غذایی شکوفه,85onnr,سبزی خرد کنی شکوفه,0.087100588
233pp1,آبمیوه بستنی بابل تیله (پونک),3emrkv,آبمیوه بستنی بابل تیله (پونک),0.04977659
233r1w,قهوه گندم,31qdey,کافه گندم,0.005875176
233rw1,معجون سرای پیروزی,3x4oz6,معجون سرای پیروزی,0.020541826
233zpp,کبابی خان,klo99g,کبابسرای خان,0.003256102
2347p5,رویال پروتئین,94j1g6,پروتئین رویال,0.00980748
2384w5,سبزیجات آماده و پروتئین ترنج,me9rwo,سبزیجات آماده طبخ و پروتئینی ترنج,0.157878245
23krp2,پروتئین ژاو,3km8lg,پروتئین ژاو,0.04337541
23rl95,رستوران بیرون بر چلوکباب محفل,p4nkox,رستوران بیرون بر چلوکباب محفل,0.023195768
23z1ny,کترینگ موجان,nnv9x8,رستوران و فست فود موجان,0.010175358
23zk11,مرغ و پروتئین آفتاب,0ylz6r,فروشگاه مرغ آفتاب,0.004491029
23zl6y,ساندویچ ویژه زاپاتا,0gol5n,بی اسم (زاپاتا),0.017430765
23zrg4,تهیه غذا جوجار,xdwoy2,کترینگ جوجار,0.007406982
23zwkm,نان سنگک سنتی صباح,94e956,نانوایی سنگک صباح,0.018816672
2476y7,مجتمع پاس فرهنگیان ,0wx1j5,بربری پاس فرهنگیان,0.009886064
2477o9,اغذیه خیام,p6erwn,اغذیه سرای خیام,0.153333151
2479or,نانوایی تافتون برکت,zn1zke,نان تافتون برکت(آزادپز),0.008552254
247kpr,مجتمع نان گریبانی,qyyr8w,مجتمع نان گریوانی,0.429169493
247m8o,کباب زغالی گل مریم ,qye7n9,کبابی گل مریم,0.001294425
247nlo,گروه صنایع غذایی فارسی,p428rj,غذای نیمه آماده فارسی,0.010365854
247okx,سوپر میوه البرز,85o76g,میوه فروشی البرز,0.007341096
247p99,کترینگ همرفیق,12zvry,رستوران هم رفیق,0.0036496
247r9x,کافه رستوران ترمه,3km77q,رستوران بیرون بر ترمه,0.02204967
247wwk,فلافل ساندویچ مزه نارمک(دهه شصتی),gnzl92,فلافل ساندویچ مزه نارمک (دهه شصتی),0.080841565
247yln,کافه رستوران نعلبکی,jygmdq,آشپزخانه نعلبکی,0.016115045
247zxl,آبمیوه بستنی چیکو,gn9xrq,آبمیوه بستنی چیکو,0.014982852
24nky8,خانه خوراک میم ها,kl75nk,فست فود میم‌ ها,0.030747279
24np31,رستوران سونَر,e52m65,پیتزا سونر,0.025054301
24np86,کترینگ مهران ,31y8w2,کترینگ مهران,0.284355421
24w88m,فست فود کیلویی بهار (ایکی کیلویی سابق),dq5ovx,سوخاری ایکی کیلویی (حکیمیه),0.013832979
24w9ny,رستوران ویکافه ,09782y,ویکافه(گریل استیشن),0.008897454
24wny6,بالدی بال (شعبه امیراباد),37xjy2,شیرینی هانی بال (امیر آباد),0.022440667
26919m,کافه نِرس,e5w6g2,کافه نرس,0.003009637
2699pg,پیتزابرگر ای تک ,44qekn,پیتزا و برگر آی تک,0.494705874
